"url","source","http_status","redirect_target","final_url","title","h1_count","canonical","robots_meta","content_language","hreflang_zh","hreflang_en","hreflang_x_default","json_ld_types","sitemap_included","response_content_type","file_url_exposed","file_path_exposed","object_key_exposed","signed_url_exposed","download_url_exposed","uploads_path_exposed","cos_path_exposed","public_immutable_cache","observed_at","error"
"https://www.enhe-tech.com.cn/","sitemap.xml","200","","https://www.enhe-tech.com.cn/","恩禾 ENHE AI | AI工具、AI资讯、账号服务与技能课程","1","https://www.enhe-tech.com.cn","index, follow","zh-CN","https://www.enhe-tech.com.cn","https://www.enhe-tech.com.cn/en","https://www.enhe-tech.com.cn","WebSite|Organization|SearchAction|MerchantReturnPolicy|CreativeWork|ContactPoint|BreadcrumbList|ListItem|WebPage|CollectionPage|ItemList","YES","text/html; charset=utf-8","False","False","False","False","False","True","True","False","2026-08-10T18:08:39.4472781Z",""
"https://www.enhe-tech.com.cn/en","sitemap.xml","200","","https://www.enhe-tech.com.cn/en","ENHE AI | AI Tools, News, Account Services & Courses","1","https://www.enhe-tech.com.cn/en","index, follow","en-US","https://www.enhe-tech.com.cn","https://www.enhe-tech.com.cn/en","https://www.enhe-tech.com.cn","WebSite|Organization|SearchAction|MerchantReturnPolicy|CreativeWork|ContactPoint|BreadcrumbList|ListItem|WebPage|CollectionPage|ItemList","YES","text/html; charset=utf-8","False","False","False","False","False","True","True","False","2026-08-10T18:08:39.9796416Z",""
"https://www.enhe-tech.com.cn/about","sitemap.xml","200","","https://www.enhe-tech.com.cn/about","恩禾ENHE AI 是什么？ | 恩禾 ENHE AI","1","https://www.enhe-tech.com.cn/about","index, follow","en-US","https://www.enhe-tech.com.cn/about","https://www.enhe-tech.com.cn/en/about","https://www.enhe-tech.com.cn/about","WebSite|Organization|SearchAction|MerchantReturnPolicy|CreativeWork|ContactPoint|BreadcrumbList|ListItem|AboutPage|FAQPage|Question|Answer","YES","text/html; charset=utf-8","False","False","False","False","False","False","False","False","2026-08-10T18:08:40.4435408Z",""
"https://www.enhe-tech.com.cn/en/about","sitemap.xml","200","","https://www.enhe-tech.com.cn/en/about","What is ENHE AI?","1","https://www.enhe-tech.com.cn/en/about","index, follow","en-US","https://www.enhe-tech.com.cn/about","https://www.enhe-tech.com.cn/en/about","https://www.enhe-tech.com.cn/about","WebSite|Organization|SearchAction|MerchantReturnPolicy|CreativeWork|ContactPoint|BreadcrumbList|ListItem|AboutPage|FAQPage|Question|Answer","YES","text/html; charset=utf-8","False","False","False","False","False","False","False","False","2026-08-10T18:08:40.9384739Z",""
"https://www.enhe-tech.com.cn/ai-topics","sitemap.xml","200","","https://www.enhe-tech.com.cn/ai-topics","AI 主题增长路径 | ENHE AI","1","https://www.enhe-tech.com.cn/ai-topics","index, follow","zh-CN","https://www.enhe-tech.com.cn/ai-topics","https://www.enhe-tech.com.cn/en/ai-topics","https://www.enhe-tech.com.cn/ai-topics","WebSite|Organization|SearchAction|MerchantReturnPolicy|CreativeWork|ContactPoint|BreadcrumbList|ListItem|CollectionPage|ItemList","YES","text/html; charset=utf-8","False","False","False","False","False","False","False","False","2026-08-10T18:08:41.4149610Z",""
"https://www.enhe-tech.com.cn/en/ai-topics","sitemap.xml","200","","https://www.enhe-tech.com.cn/en/ai-topics","AI Topic Growth Paths | ENHE AI","1","https://www.enhe-tech.com.cn/en/ai-topics","index, follow","en-US","https://www.enhe-tech.com.cn/ai-topics","https://www.enhe-tech.com.cn/en/ai-topics","https://www.enhe-tech.com.cn/ai-topics","WebSite|Organization|SearchAction|MerchantReturnPolicy|CreativeWork|ContactPoint|BreadcrumbList|ListItem|CollectionPage|ItemList","YES","text/html; charset=utf-8","False","False","False","False","False","False","False","False","2026-08-10T18:08:41.8953163Z",""
"https://www.enhe-tech.com.cn/ai-topics/ai-content-creation-tools","sitemap.xml","200","","https://www.enhe-tech.com.cn/ai-topics/ai-content-creation-tools","AI 内容创作工具怎么选 | ENHE AI","1","https://www.enhe-tech.com.cn/ai-topics/ai-content-creation-tools","index, follow","zh-CN","https://www.enhe-tech.com.cn/ai-topics/ai-content-creation-tools","https://www.enhe-tech.com.cn/en/ai-topics/ai-content-creation-tools","https://www.enhe-tech.com.cn/ai-topics/ai-content-creation-tools","WebSite|Organization|SearchAction|MerchantReturnPolicy|CreativeWork|ContactPoint|BreadcrumbList|ListItem|CollectionPage|ItemList|FAQPage|Question|Answer","YES","text/html; charset=utf-8","False","False","False","False","False","False","False","False","2026-08-10T18:08:42.4394404Z",""
"https://www.enhe-tech.com.cn/en/ai-topics/ai-content-creation-tools","sitemap.xml","200","","https://www.enhe-tech.com.cn/en/ai-topics/ai-content-creation-tools","How to choose AI content creation tools | ENHE AI","1","https://www.enhe-tech.com.cn/en/ai-topics/ai-content-creation-tools","index, follow","en-US","https://www.enhe-tech.com.cn/ai-topics/ai-content-creation-tools","https://www.enhe-tech.com.cn/en/ai-topics/ai-content-creation-tools","https://www.enhe-tech.com.cn/ai-topics/ai-content-creation-tools","WebSite|Organization|SearchAction|MerchantReturnPolicy|CreativeWork|ContactPoint|BreadcrumbList|ListItem|CollectionPage|ItemList|FAQPage|Question|Answer","YES","text/html; charset=utf-8","False","False","False","False","False","False","False","False","2026-08-10T18:08:42.9146765Z",""
"https://www.enhe-tech.com.cn/ai-topics/local-ai-deployment","sitemap.xml","200","","https://www.enhe-tech.com.cn/ai-topics/local-ai-deployment","本地 AI 部署与开发路线 | ENHE AI","1","https://www.enhe-tech.com.cn/ai-topics/local-ai-deployment","index, follow","zh-CN","https://www.enhe-tech.com.cn/ai-topics/local-ai-deployment","https://www.enhe-tech.com.cn/en/ai-topics/local-ai-deployment","https://www.enhe-tech.com.cn/ai-topics/local-ai-deployment","WebSite|Organization|SearchAction|MerchantReturnPolicy|CreativeWork|ContactPoint|BreadcrumbList|ListItem|CollectionPage|ItemList|FAQPage|Question|Answer","YES","text/html; charset=utf-8","False","False","False","False","False","False","False","False","2026-08-10T18:08:43.3989122Z",""
"https://www.enhe-tech.com.cn/en/ai-topics/local-ai-deployment","sitemap.xml","200","","https://www.enhe-tech.com.cn/en/ai-topics/local-ai-deployment","Local AI deployment and developer path | ENHE AI","1","https://www.enhe-tech.com.cn/en/ai-topics/local-ai-deployment","index, follow","en-US","https://www.enhe-tech.com.cn/ai-topics/local-ai-deployment","https://www.enhe-tech.com.cn/en/ai-topics/local-ai-deployment","https://www.enhe-tech.com.cn/ai-topics/local-ai-deployment","WebSite|Organization|SearchAction|MerchantReturnPolicy|CreativeWork|ContactPoint|BreadcrumbList|ListItem|CollectionPage|ItemList|FAQPage|Question|Answer","YES","text/html; charset=utf-8","False","False","False","False","False","False","False","False","2026-08-10T18:08:43.8960776Z",""
