"source_url","source_type","initial_http_status","first_redirect_target","redirect_chain","redirect_hop_count","final_url","final_http_status","title","h1_count","canonical","robots_meta","content_language","hreflang_zh","hreflang_en","hreflang_x_default","json_ld_types","sitemap_included","core_contract_included","response_content_type","cache_control","observed_at","error"
"https://www.enhe-tech.com.cn/","sitemap","200","","","0","https://www.enhe-tech.com.cn/","200","恩禾 ENHE AI | AI工具、AI资讯、账号服务与技能课程","1","https://www.enhe-tech.com.cn/","index, follow","zh-CN","https://www.enhe-tech.com.cn/","https://www.enhe-tech.com.cn/en","https://www.enhe-tech.com.cn/","WebSite|Organization|SearchAction|MerchantReturnPolicy|CreativeWork|ContactPoint|BreadcrumbList|ListItem|WebPage|CollectionPage|ItemList","YES","YES","text/html; charset=utf-8","public, s-maxage=300, stale-while-revalidate=86400","2026-08-10T20:30:18.5985371Z",""
"https://www.enhe-tech.com.cn/about","sitemap","200","","","0","https://www.enhe-tech.com.cn/about","200","恩禾ENHE AI 是什么？ | 恩禾 ENHE AI","1","https://www.enhe-tech.com.cn/about","index, follow","en-US","https://www.enhe-tech.com.cn/about","https://www.enhe-tech.com.cn/en/about","https://www.enhe-tech.com.cn/about","WebSite|Organization|SearchAction|MerchantReturnPolicy|CreativeWork|ContactPoint|BreadcrumbList|ListItem|AboutPage|FAQPage|Question|Answer","YES","YES","text/html; charset=utf-8","public, s-maxage=300, stale-while-revalidate=86400","2026-08-10T20:30:19.2476011Z",""
"https://www.enhe-tech.com.cn/account-services","sitemap","200","","","0","https://www.enhe-tech.com.cn/account-services","200","AI账号服务咨询、订阅说明与合规边界 | 恩禾 ENHE AI","1","https://www.enhe-tech.com.cn/account-services","index, follow","zh-CN","https://www.enhe-tech.com.cn/account-services","https://www.enhe-tech.com.cn/en/account-services","https://www.enhe-tech.com.cn/account-services","WebSite|Organization|SearchAction|MerchantReturnPolicy|CreativeWork|ContactPoint|BreadcrumbList|ListItem|CollectionPage|Service|FAQPage|Question|Answer","YES","YES","text/html; charset=utf-8","public, s-maxage=300, stale-while-revalidate=86400","2026-08-10T20:30:26.4311647Z",""
"https://www.enhe-tech.com.cn/account-services/chatgpt-codex-dalle","sitemap","200","","","0","https://www.enhe-tech.com.cn/account-services/chatgpt-codex-dalle","200","ChatGPT Codex与DALL-E指南 | 恩禾 ENHE AI","1","https://www.enhe-tech.com.cn/account-services/chatgpt-codex-dalle","index, follow","zh-CN","https://www.enhe-tech.com.cn/account-services/chatgpt-codex-dalle","https://www.enhe-tech.com.cn/en/account-services/chatgpt-codex-dalle","https://www.enhe-tech.com.cn/account-services/chatgpt-codex-dalle","WebSite|Organization|SearchAction|MerchantReturnPolicy|CreativeWork|ContactPoint|BreadcrumbList|ListItem|Service|OfferCatalog|Offer|AggregateOffer|FAQPage|Question|Answer","YES","NO","text/html; charset=utf-8","public, s-maxage=300, stale-while-revalidate=86400","2026-08-10T20:31:09.1664390Z",""
"https://www.enhe-tech.com.cn/account-services/chatgpt-plus-100","sitemap","200","","","0","https://www.enhe-tech.com.cn/account-services/chatgpt-plus-100","200","ChatGPT Plus订阅指南 | 恩禾 ENHE AI","1","https://www.enhe-tech.com.cn/account-services/chatgpt-plus-100","index, follow","zh-CN","https://www.enhe-tech.com.cn/account-services/chatgpt-plus-100","https://www.enhe-tech.com.cn/en/account-services/chatgpt-plus-100","https://www.enhe-tech.com.cn/account-services/chatgpt-plus-100","WebSite|Organization|SearchAction|MerchantReturnPolicy|CreativeWork|ContactPoint|BreadcrumbList|ListItem|Service|OfferCatalog|Offer|AggregateOffer|FAQPage|Question|Answer","YES","NO","text/html; charset=utf-8","public, s-maxage=300, stale-while-revalidate=86400","2026-08-10T20:31:10.6036931Z",""
"https://www.enhe-tech.com.cn/account-services/gmail-google","sitemap","200","","","0","https://www.enhe-tech.com.cn/account-services/gmail-google","200","Gmail 使用与Google生态咨询 | 恩禾 ENHE AI","1","https://www.enhe-tech.com.cn/account-services/gmail-google","index, follow","zh-CN","https://www.enhe-tech.com.cn/account-services/gmail-google","https://www.enhe-tech.com.cn/en/account-services/gmail-google","https://www.enhe-tech.com.cn/account-services/gmail-google","WebSite|Organization|SearchAction|MerchantReturnPolicy|CreativeWork|ContactPoint|BreadcrumbList|ListItem|Service|OfferCatalog|Offer|AggregateOffer|FAQPage|Question|Answer","YES","NO","text/html; charset=utf-8","public, s-maxage=300, stale-while-revalidate=86400","2026-08-10T20:31:01.3466744Z",""
"https://www.enhe-tech.com.cn/ai-news","sitemap","200","","","0","https://www.enhe-tech.com.cn/ai-news","200","AI资讯、趋势解读与工具落地指南 | 恩禾 ENHE AI","1","https://www.enhe-tech.com.cn/ai-news","index, follow","zh-CN","https://www.enhe-tech.com.cn/ai-news","https://www.enhe-tech.com.cn/en/ai-news","https://www.enhe-tech.com.cn/ai-news","WebSite|Organization|SearchAction|MerchantReturnPolicy|CreativeWork|ContactPoint|BreadcrumbList|ListItem|CollectionPage|WebPage|Thing|FAQPage|Question|Answer","YES","YES","text/html; charset=utf-8","public, s-maxage=300, stale-while-revalidate=86400","2026-08-10T20:30:34.3610867Z",""
"https://www.enhe-tech.com.cn/ai-news/a2a-mcp-agent-name-service-selection","sitemap","200","","","0","https://www.enhe-tech.com.cn/ai-news/a2a-mcp-agent-name-service-selection","200","A2A、MCP、Agent Name | 恩禾 ENHE AI","1","https://www.enhe-tech.com.cn/ai-news/a2a-mcp-agent-name-service-selection","index, follow","zh-CN","https://www.enhe-tech.com.cn/ai-news/a2a-mcp-agent-name-service-selection","https://www.enhe-tech.com.cn/en/ai-news/a2a-mcp-agent-name-service-selection","https://www.enhe-tech.com.cn/ai-news/a2a-mcp-agent-name-service-selection","WebSite|Organization|SearchAction|MerchantReturnPolicy|CreativeWork|ContactPoint|BreadcrumbList|ListItem|NewsArticle|WebPage","YES","NO","text/html; charset=utf-8","public, s-maxage=300, stale-while-revalidate=86400","2026-08-10T20:33:21.9767969Z",""
"https://www.enhe-tech.com.cn/ai-news/adobe-creative-agent-ai","sitemap","200","","","0","https://www.enhe-tech.com.cn/ai-news/adobe-creative-agent-ai","200","Adobe Creative Agent扩展 | 恩禾 ENHE AI","1","https://www.enhe-tech.com.cn/ai-news/adobe-creative-agent-ai","index, follow","zh-CN","https://www.enhe-tech.com.cn/ai-news/adobe-creative-agent-ai","https://www.enhe-tech.com.cn/en/ai-news/adobe-creative-agent-ai","https://www.enhe-tech.com.cn/ai-news/adobe-creative-agent-ai","WebSite|Organization|SearchAction|MerchantReturnPolicy|CreativeWork|ContactPoint|BreadcrumbList|ListItem|NewsArticle|WebPage|FAQPage|Question|Answer","YES","NO","text/html; charset=utf-8","public, s-maxage=300, stale-while-revalidate=86400","2026-08-10T20:31:20.3467068Z",""
"https://www.enhe-tech.com.cn/ai-news/agent-365-ai","sitemap","200","","","0","https://www.enhe-tech.com.cn/ai-news/agent-365-ai","200","Agent 365发布：AI智能体治理新信号 | 恩禾 ENHE AI","1","https://www.enhe-tech.com.cn/ai-news/agent-365-ai","index, follow","zh-CN","https://www.enhe-tech.com.cn/ai-news/agent-365-ai","https://www.enhe-tech.com.cn/en/ai-news/agent-365-ai","https://www.enhe-tech.com.cn/ai-news/agent-365-ai","WebSite|Organization|SearchAction|MerchantReturnPolicy|CreativeWork|ContactPoint|BreadcrumbList|ListItem|NewsArticle|WebPage|FAQPage|Question|Answer","YES","NO","text/html; charset=utf-8","public, s-maxage=300, stale-while-revalidate=86400","2026-08-10T20:32:44.3544773Z",""
